n3e1.5_MAE,n3e1.5_MSE,n3e1.5_RMSE,n3e1.5_MARE,n3e2_MAE,n3e2_MSE,n3e2_RMSE,n3e2_MARE,n3e2.5_MAE,n3e2.5_MSE,n3e2.5_RMSE,n3e2.5_MARE,n3e3_MAE,n3e3_MSE,n3e3_RMSE,n3e3_MARE,n3e3.5_MAE,n3e3.5_MSE,n3e3.5_RMSE,n3e3.5_MARE,n3e4_MAE,n3e4_MSE,n3e4_RMSE,n3e4_MARE,n3e4.5_MAE,n3e4.5_MSE,n3e4.5_RMSE,n3e4.5_MARE,n3e5_MAE,n3e5_MSE,n3e5_RMSE,n3e5_MARE,n4e1_MAE,n4e1_MSE,n4e1_RMSE,n4e1_MARE,n4e1.5_MAE,n4e1.5_MSE,n4e1.5_RMSE,n4e1.5_MARE,n4e2_MAE,n4e2_MSE,n4e2_RMSE,n4e2_MARE,n4e2.5_MAE,n4e2.5_MSE,n4e2.5_RMSE,n4e2.5_MARE,n4e3_MAE,n4e3_MSE,n4e3_RMSE,n4e3_MARE,n4e3.5_MAE,n4e3.5_MSE,n4e3.5_RMSE,n4e3.5_MARE,n4e4_MAE,n4e4_MSE,n4e4_RMSE,n4e4_MARE,n4e4.5_MAE,n4e4.5_MSE,n4e4.5_RMSE,n4e4.5_MARE,n4e5_MAE,n4e5_MSE,n4e5_RMSE,n4e5_MARE,n5e1_MAE,n5e1_MSE,n5e1_RMSE,n5e1_MARE,n5e1.5_MAE,n5e1.5_MSE,n5e1.5_RMSE,n5e1.5_MARE,n5e2_MAE,n5e2_MSE,n5e2_RMSE,n5e2_MARE,n5e2.5_MAE,n5e2.5_MSE,n5e2.5_RMSE,n5e2.5_MARE,n5e3_MAE,n5e3_MSE,n5e3_RMSE,n5e3_MARE,n5e3.5_MAE,n5e3.5_MSE,n5e3.5_RMSE,n5e3.5_MARE,n5e4_MAE,n5e4_MSE,n5e4_RMSE,n5e4_MARE,n5e4.5_MAE,n5e4.5_MSE,n5e4.5_RMSE,n5e4.5_MARE,n5e5_MAE,n5e5_MSE,n5e5_RMSE,n5e5_MARE,n6e1_MAE,n6e1_MSE,n6e1_RMSE,n6e1_MARE,n6e1.5_MAE,n6e1.5_MSE,n6e1.5_RMSE,n6e1.5_MARE,n6e2_MAE,n6e2_MSE,n6e2_RMSE,n6e2_MARE,n6e2.5_MAE,n6e2.5_MSE,n6e2.5_RMSE,n6e2.5_MARE,n6e3_MAE,n6e3_MSE,n6e3_RMSE,n6e3_MARE,n6e3.5_MAE,n6e3.5_MSE,n6e3.5_RMSE,n6e3.5_MARE,n6e4_MAE,n6e4_MSE,n6e4_RMSE,n6e4_MARE,n6e4.5_MAE,n6e4.5_MSE,n6e4.5_RMSE,n6e4.5_MARE,n6e5_MAE,n6e5_MSE,n6e5_RMSE,n6e5_MARE,n7e1_MAE,n7e1_MSE,n7e1_RMSE,n7e1_MARE,n7e1.5_MAE,n7e1.5_MSE,n7e1.5_RMSE,n7e1.5_MARE,n7e2_MAE,n7e2_MSE,n7e2_RMSE,n7e2_MARE,n7e2.5_MAE,n7e2.5_MSE,n7e2.5_RMSE,n7e2.5_MARE,n7e3_MAE,n7e3_MSE,n7e3_RMSE,n7e3_MARE,n7e3.5_MAE,n7e3.5_MSE,n7e3.5_RMSE,n7e3.5_MARE,n7e4_MAE,n7e4_MSE,n7e4_RMSE,n7e4_MARE,n7e4.5_MAE,n7e4.5_MSE,n7e4.5_RMSE,n7e4.5_MARE,n7e5_MAE,n7e5_MSE,n7e5_RMSE,n7e5_MARE
5.627746383,56.42727327,7.511808921,1.043786151,5.605414276,56.42522709,7.511672722,1.02913864,5.58803238,56.57112936,7.521378155,1.022291537,5.578102861,56.68081467,7.528666195,1.018659214,5.573559179,56.77956226,7.535221447,1.016651345,5.570636812,56.8672003,7.541034432,1.015388028,5.568588056,56.94481364,7.546178744,1.014544428,5.559990546,57.01733323,7.550982269,1.009474905,5.652892903,56.30630883,7.503752983,1.064533678,5.578442586,54.80289785,7.402897936,1.034606227,5.525461304,54.30047765,7.368885781,1.008973146,5.513693952,54.48708177,7.381536545,1.000213265,5.511603224,54.69662946,7.395716967,0.996317211,5.511221529,54.86689385,7.407219036,0.993936068,5.510639119,55.0011735,7.416277604,0.992203783,5.509891769,55.10929863,7.423563742,0.990866694,5.509288212,55.19933328,7.42962538,0.989827743,5.684441309,56.36602182,7.507730803,1.076300735,5.582351131,54.41989552,7.376984175,1.039650233,5.4760368,53.22924831,7.295837739,1.001876288,5.44373497,53.16312902,7.291305029,0.987459427,5.433088941,53.28670515,7.299774322,0.980955017,5.427308889,53.41754555,7.308730776,0.976938837,5.423235334,53.53205166,7.316560097,0.974064407,5.420098184,53.63101199,7.323319738,0.971888398,5.417639535,53.71818012,7.32926873,0.970204729,5.693839032,56.17957076,7.495303246,1.083221455,5.585173036,54.09560726,7.354971602,1.044813379,5.459395902,52.70816917,7.260039199,1.001636194,5.417457262,52.61875718,7.253878768,0.984318944,5.403476631,52.76573501,7.264002685,0.976767945,5.39622787,52.91833838,7.274499184,0.972247974,5.391296286,53.04986279,7.283533675,0.969082161,5.387740488,53.16178492,7.291212857,0.966739135,5.38510972,53.25870304,7.297856058,0.964958992,5.703161133,56.22326405,7.498217391,1.08796276,5.58615651,53.98386529,7.347371318,1.04866232,5.447556681,52.45613014,7.242660433,1.002955194,5.395916917,52.34798139,7.235190487,0.983886338,5.377916705,52.50807223,7.246245389,0.975730313,5.368615278,52.67830086,7.257981872,0.970992642,5.362656782,52.82707865,7.268223899,0.967768644,5.358410161,52.95464079,7.276993939,0.965418597,5.355295182,53.06530137,7.284593425,0.963656505
